0.548571428,1.1
0.993877551,1.2
1.461405895,1.3
1.895328798,1.4
2.332653061,2.1
2.809024943,2.2
3.253650793,2.3
3.684126984,2.4
4.115306122,3.1
4.581587301,3.2
5.019863945,3.3
5.473469387,3.4
5.906122448,4.1
6.365804988,4.2
6.795918367,4.3
7.241836734,4.4
7.678571428,5.1
8.128571428,5.2
8.563265306,5.3
9.015306122,5.4
9.463265306,6.1
9.916371882,6.2
10.351746031,6.3
10.803990929,6.4
11.243877551,7.1
11.694535147,7.2
12.150566893,7.3
12.604081632,7.4
13.051065759,8.1
13.492857142,8.2
13.947959183,8.3
14.387755102,8.4
14.829591836,9.1
15.301020408,9.2
15.729591836,9.3
16.178571428,9.4
16.619387755,10.1
17.063265306,10.2
17.510204081,10.3
17.953061224,10.4
18.396938775,11.1
18.833673469,11.2
19.279591836,11.3
19.724489795,11.4
20.164285714,12.1
20.605102040,12.2
21.046938775,12.3
21.492857142,12.4
21.939795918,13.1
22.388775510,13.2
22.836734693,13.3
23.275510204,13.4
23.730612244,14.1
24.169387755,14.2
24.628571428,14.3
25.061224489,14.4
25.527551020,15.1
25.937755102,15.2
26.384693877,15.3
26.826530612,15.4
27.264285714,16.1
27.715306122,16.2
28.153061224,16.3
28.600000000,16.4
29.040816326,17.1
29.470408163,17.2
29.930612244,17.3
30.364285714,17.4
30.815306122,18.1
31.263265306,18.2
31.719387755,18.3
32.138775510,18.4
32.589795918,19.1
33.041836734,19.2
33.483673469,19.3
33.926530612,19.4
34.372448979,20.1
34.827233560,20.2
35.277596371,20.3
35.711224489,20.4
36.150000000,21.1
36.621428571,21.2
37.070408163,21.3
37.518367346,21.4
37.960204081,22.1
38.417346938,22.2
38.859002267,22.3
39.317346938,22.4
39.769387755,23.1
40.216326530,23.2
40.660204081,23.3
41.116326530,23.4
41.564285714,24.1
42.015306122,24.2
42.459183673,24.3
42.917346938,24.4
43.351020408,25.1
43.805102040,25.2
44.250000000,25.3
44.700000000,25.4
45.146938775,26.1
45.608163265,26.2
46.044897959,26.3
46.502040816,26.4
46.947959183,27.1
47.390816326,27.2
47.836734693,27.3
48.291836734,27.4
48.728571428,28.1
49.173469387,28.2
49.610204081,28.3
50.067346938,28.4
50.503061224,29.1
50.936734693,29.2
51.385714285,29.3
51.827551020,29.4
52.265306122,30.1
52.714285714,30.2
53.161224489,30.3
53.609183673,30.4
54.055102040,31.1
54.504081632,31.2
54.946938775,31.3
55.395918367,31.4
55.828571428,32.1
56.273469387,32.2
56.710204081,32.3
57.157142857,32.4
57.614285714,33.1
58.045918367,33.2
58.486734693,33.3
58.930612244,33.4
59.371428571,34.1
59.815306122,34.2
60.251020408,34.3
60.713265306,34.4
61.146938775,35.1
61.585714285,35.2
62.034013605,35.3
62.484988662,35.4
62.932653061,36.1
63.367346938,36.2
63.812244897,36.3
64.256122448,36.4
64.693877551,37.1
65.147959183,37.2
65.591519274,37.3
66.034512471,37.4
66.479591836,38.1
66.934263038,38.2
67.366326530,38.3
67.834693877,38.4
68.264285714,39.1
68.714285714,39.2
69.162244897,39.3
69.618367346,39.4
70.065306122,40.1
70.519387755,40.2
70.947959183,40.3
71.408163265,40.4
71.838775510,41.1
72.294897959,41.2
72.740816326,41.3
73.187755102,41.4
73.633673469,42.1
74.096938775,42.2
74.542857142,42.3
74.987755102,42.4
75.431632653,43.1
75.909297052,43.2
76.370408163,43.3
76.808163265,43.4
77.263265306,44.1
77.716326530,44.2
78.172448979,44.3
78.627845804,44.4
79.084263038,45.1
79.526530612,45.2
79.980952380,45.3
80.439183673,45.4
80.895918367,46.1
81.361950113,46.2
81.804081632,46.3
82.245918367,46.4
82.695918367,47.1
83.164285714,47.2
83.602040816,47.3
84.052040816,47.4
84.491836734,48.1
84.936734693,48.2
85.395918367,48.3
85.841836734,48.4
86.288775510,49.1
86.734693877,49.2
87.182653061,49.3
87.629591836,49.4
88.079591836,50.1
88.527551020,50.2
88.960204081,50.3
89.404081632,50.4
89.860204081,51.1
90.291836734,51.2
90.726530612,51.3
91.183673469,51.4
91.617346938,52.1
92.066326530,52.2
92.518367346,52.3
92.961224489,52.4
93.401020408,53.1
93.855102040,53.2
94.284693877,53.3
94.741836734,53.4
95.174489795,54.1
95.643877551,54.2
96.086734693,54.3
96.512244897,54.4
96.959183673,55.1
97.416326530,55.2
97.887414965,55.3
98.310204081,55.4
98.761224489,56.1
99.218367346,56.2
99.656122448,56.3
100.112244897,56.4
100.563265306,57.1
101.023310657,57.2
101.462244897,57.3
101.916326530,57.4
102.362244897,58.1
102.820408163,58.2
103.272448979,58.3
103.719387755,58.4
104.173469387,59.1
104.619387755,59.2
105.075510204,59.3
105.530204081,59.4
105.973469387,60.1
106.429682539,60.2
106.890249433,60.3
107.338775510,60.4
107.796938775,61.1
108.254081632,61.2
108.696938775,61.3
109.145918367,61.4
109.595918367,62.1
110.051020408,62.2
110.494897959,62.3
110.942857142,62.4
111.391836734,63.1
111.852040816,63.2
112.291836734,63.3
112.746938775,63.4
113.194897959,64.1
113.663265306,64.2
114.113265306,64.3
114.564285714,64.4
115.038775510,65.1
115.480612244,65.2
115.920408163,65.3
116.374489795,65.4
116.840816326,66.1
117.292857142,66.2
117.742857142,66.3
118.197959183,66.4
118.647959183,67.1
119.102040816,67.2
119.558163265,67.3
120.020408163,67.4
120.448979591,68.1
120.917346938,68.2
121.373469387,68.3
121.835714285,68.4
122.274489795,69.1
122.730612244,69.2
123.196938775,69.3
123.642857142,69.4
124.081632653,70.1
124.543673469,70.2
124.998979591,70.3
125.440816326,70.4
125.904081632,71.1
126.351020408,71.2
126.803061224,71.3
127.256122448,71.4
127.702040816,72.1
128.146938775,72.2
128.606122448,72.3
129.048979591,72.4
129.496938775,73.1
129.950000000,73.2
130.389795918,73.3
130.842857142,73.4
131.280612244,74.1
131.730612244,74.2
132.173469387,74.3
132.630612244,74.4
133.083673469,75.1
133.535759637,75.2
133.985918367,75.3
134.436734693,75.4
134.884920634,76.1
135.329591836,76.2
135.784875283,76.3
136.224489795,76.4
136.669387755,77.1
137.119206349,77.2
137.573469387,77.3
138.025510204,77.4
138.473469387,78.1
138.925510204,78.2
139.380612244,78.3
139.827551020,78.4
140.273469387,79.1
140.730612244,79.2
141.180612244,79.3
141.635714285,79.4
142.082653061,80.1
142.544897959,80.2
142.991836734,80.3
143.440816326,80.4
143.891836734,81.1
144.344897959,81.2
144.805102040,81.3
145.253061224,81.4
145.700000000,82.1
146.160204081,82.2
146.608163265,82.3
147.061224489,82.4
147.515306122,83.1
147.977551020,83.2
148.453061224,83.3
148.881632653,83.4
149.343560090,84.1
149.787641723,84.2
150.253061224,84.3
150.700068027,84.4
151.132653061,85.1
151.607142857,85.2
152.047959183,85.3
152.508163265,85.4
152.939841269,86.1
153.408163265,86.2
153.856122448,86.3
154.310204081,86.4
154.753061224,87.1
155.201020408,87.2
155.655102040,87.3
156.118367346,87.4
156.561224489,88.1
157.035714285,88.2
157.472448979,88.3
157.928571428,88.4
158.378571428,89.1
158.836734693,89.2
159.297959183,89.3
159.761814058,89.4
160.221428571,90.1
160.684693877,90.2
161.138775510,90.3
161.604081632,90.4
162.053061224,91.1
162.517346938,91.2
162.968367346,91.3
163.443877551,91.4
163.900000000,92.1
164.378571428,92.2
164.803061224,92.3
165.266326530,92.4
165.731632653,93.1
166.211224489,93.2
166.651020408,93.3
167.109183673,93.4
167.575510204,94.1
168.035646258,94.2
168.491133786,94.3
168.952040816,94.4
169.404081632,95.1
169.862244897,95.2
170.322448979,95.3
170.777551020,95.4
171.233673469,96.1
171.693877551,96.2
172.142857142,96.3
172.606122448,96.4
173.056122448,97.1
173.522448979,97.2
173.978571428,97.3
174.443877551,97.4
174.913265306,98.1
175.358163265,98.2
175.803061224,98.3
176.274489795,98.4
176.726530612,99.1
177.190816326,99.2
177.646938775,99.3
178.108163265,99.4
178.566326530,100.1
179.024489795,100.2
179.482653061,100.3
179.956122448,100.4
180.405102040,101.1
180.871428571,101.2
181.330612244,101.3
181.779591836,101.4
182.235714285,102.1
182.693877551,102.2
183.159002267,102.3
183.608888888,102.4
184.061678004,103.1
184.499954648,103.2
184.965306122,103.3
185.420408163,103.4
185.866326530,104.1
186.319387755,104.2
186.761224489,104.3
187.215306122,104.4
187.672448979,105.1
188.121428571,105.2
188.578571428,105.3
189.023469387,105.4
189.493877551,106.1
189.940816326,106.2
190.392857142,106.3
190.834693877,106.4
191.286734693,107.1
191.742857142,107.2
192.207142857,107.3
192.655102040,107.4
193.106122448,108.1
193.567346938,108.2
194.019750566,108.3
194.485419501,108.4
194.941836734,109.1
195.391836734,109.2
195.848979591,109.3
196.289795918,109.4
196.743877551,110.1
197.197709750,110.2
197.661950113,110.3
198.116326530,110.4
198.563265306,111.1
199.006122448,111.2
199.473469387,111.3
199.909183673,111.4
200.356326530,112.1
200.803061224,112.2
201.273718820,112.3
201.725510204,112.4
202.175510204,113.1
