0.481814058,1.1
0.930612244,1.2
1.375510204,1.3
1.818367346,1.4
2.266326530,2.1
2.706122448,2.2
3.134693877,2.3
3.578571428,2.4
4.007142857,3.1
4.437755102,3.2
4.865306122,3.3
5.298979591,3.4
5.720816326,4.1
6.158163265,4.2
6.581632653,4.3
7.021133786,4.4
7.450702947,5.1
7.882653061,5.2
8.309841269,5.3
8.735714285,5.4
9.168979591,6.1
9.600000000,6.2
10.031632653,6.3
10.455102040,6.4
10.881451247,7.1
11.315306122,7.2
11.746394557,7.3
12.175963718,7.4
12.605532879,8.1
13.043877551,8.2
13.480612244,8.3
13.908752834,8.4
14.338321995,9.1
14.777551020,9.2
15.214875283,9.3
15.635736961,9.4
16.085623582,10.1
16.518095238,10.2
16.941859410,10.3
17.371428571,10.4
17.812244897,11.1
18.254081632,11.2
18.684693877,11.3
19.125510204,11.4
19.552040816,12.1
19.992857142,12.2
20.424852607,12.3
20.860226757,12.4
21.307142857,13.1
21.741836734,13.2
22.178956916,13.3
22.604625850,13.4
23.040816326,14.1
23.472448979,14.2
23.895918367,14.3
24.331609977,14.4
24.771428571,15.1
25.203061224,15.2
25.631927437,15.3
26.067301587,15.4
26.511224489,16.1
26.939795918,16.2
27.373469387,16.3
27.806122448,16.4
28.232562358,17.1
28.673741496,17.2
29.102040816,17.3
29.541587301,17.4
29.977551020,18.1
30.401020408,18.2
30.836099773,18.3
31.265306122,18.4
31.701043083,19.1
32.130612244,19.2
32.563083900,19.3
32.998458049,19.4
33.423673469,20.1
33.866303854,20.2
34.302040816,20.3
34.725442176,20.4
35.166326530,21.1
35.591836734,21.2
36.030113378,21.3
36.471292517,21.4
36.916326530,22.1
37.351020408,22.2
37.781768707,22.3
38.218367346,22.4
38.662675736,23.1
39.094897959,23.2
39.526167800,23.3
39.968798185,23.4
40.399818594,24.1
40.833673469,24.2
41.267664399,24.3
41.695782312,24.4
42.129705215,25.1
42.576689342,25.2
43.009183673,25.3
43.445986394,25.4
43.882811791,26.1
44.315283446,26.2
44.749206349,26.3
45.195918367,26.4
45.628571428,27.1
46.068390022,27.2
46.503764172,27.3
46.934784580,27.4
47.371428571,28.1
47.810204081,28.2
48.245918367,28.3
48.674829931,28.4
49.111655328,29.1
49.542857142,29.2
49.969342403,29.3
50.410521541,29.4
50.842993197,30.1
51.282721088,30.2
51.720997732,30.3
52.153469387,30.4
52.588843537,31.1
53.027120181,31.2
53.466848072,31.3
53.904081632,31.4
54.337596371,32.1
54.782653061,32.2
55.209183673,32.3
55.642857142,32.4
56.070408163,33.1
56.514285714,33.2
56.950000000,33.3
57.376507936,33.4
57.797369614,34.1
58.241836734,34.2
58.676825396,34.3
59.113650793,34.4
59.550000000,35.1
59.984399092,35.2
60.419773242,35.3
60.858049886,35.4
61.286167800,36.1
61.727346938,36.2
62.164172335,36.3
62.599546485,36.4
63.033469387,37.1
63.471746031,37.2
63.910022675,37.3
64.348979591,37.4
64.783673469,38.1
65.223401360,38.2
65.654421768,38.3
66.084693877,38.4
66.529591836,39.1
66.959183673,39.2
67.404625850,39.3
67.835646258,39.4
68.276825396,40.1
68.704943310,40.2
69.130612244,40.3
69.587301587,40.4
70.024489795,41.1
70.475464852,41.2
70.909455782,41.3
71.351020408,41.4
71.790816326,42.1
72.215306122,42.2
72.650884353,42.3
73.090612244,42.4
73.527551020,43.1
73.961360544,43.2
74.401088435,43.3
74.828571428,43.4
75.260226757,44.1
75.697052154,44.2
76.135328798,44.3
76.564285714,44.4
76.990113378,45.1
77.428390022,45.2
77.860861678,45.3
78.296235827,45.4
78.724353741,46.1
79.156825396,46.2
79.598004535,46.3
80.034829931,46.4
80.464285714,47.1
80.893968253,47.2
81.331632653,47.3
81.767619047,47.4
82.191383219,48.1
82.634693877,48.2
83.077551020,48.3
83.498956916,48.4
83.929977324,49.1
84.359546485,49.2
84.795918367,49.3
85.228843537,49.4
85.660204081,50.1
86.095238095,50.2
86.524807256,50.3
86.965306122,50.4
87.394104308,51.1
87.835714285,51.2
88.275011337,51.3
88.700226757,51.4
89.145759637,52.1
89.576530612,52.2
90.015056689,52.3
90.456235827,52.4
90.887256235,53.1
91.320408163,53.2
91.759455782,53.3
92.193378684,53.4
92.622947845,54.1
93.057142857,54.2
93.492244897,54.3
93.921814058,54.4
94.355736961,55.1
94.794013605,55.2
95.227551020,55.3
95.658956916,55.4
96.091836734,56.1
96.526802721,56.2
96.952018140,56.3
97.394648526,56.4
97.828571428,57.1
98.262494331,57.2
98.692857142,57.3
99.120181405,57.4
99.554081632,58.1
99.992380952,58.2
100.421950113,58.3
100.858775510,58.4
101.292698412,59.1
101.723469387,59.2
102.155102040,59.3
102.587210884,59.4
103.016780045,60.1
103.460861678,60.2
103.894897959,60.3
104.331632653,60.4
104.762244897,61.1
105.193650793,61.2
105.627573696,61.3
106.071655328,61.4
106.505578231,62.1
106.938049886,62.2
107.380680272,62.3
107.805895691,62.4
108.234693877,63.1
108.674489795,63.2
109.109115646,63.3
109.540136054,63.4
109.971428571,64.1
110.404081632,64.2
110.827551020,64.3
111.268571428,64.4
111.706848072,65.1
112.145918367,65.2
112.577596371,65.3
113.014421768,65.4
113.444897959,66.1
113.891836734,66.2
114.330612244,66.3
114.759183673,66.4
115.194195011,67.1
115.635714285,67.2
116.067845804,67.3
116.501768707,67.4
116.937142857,68.1
117.371065759,68.2
117.804988662,68.3
118.250521541,68.4
118.684444444,69.1
119.120408163,69.2
119.559546485,69.3
119.994920634,69.4
120.434648526,70.1
120.859863945,70.2
121.303945578,70.3
121.745124716,70.4
122.181950113,71.1
122.611224489,71.2
123.048344671,71.3
123.480816326,71.4
123.920544217,72.1
124.358163265,72.2
124.789841269,72.3
125.230612244,72.4
125.667845804,73.1
126.098979591,73.2
126.532789115,73.3
126.959455782,73.4
127.402040816,74.1
127.825850340,74.2
128.262675736,74.3
128.689795918,74.4
129.118911564,75.1
129.550000000,75.2
129.982403628,75.3
130.414875283,75.4
130.845918367,76.1
131.279591836,76.2
131.712290249,76.3
132.147664399,76.4
132.585714285,77.1
133.014058956,77.2
133.444897959,77.3
133.876099773,77.4
134.314285714,78.1
134.745396825,78.2
135.185714285,78.3
135.614693877,78.4
136.044263038,79.1
136.478185941,79.2
136.915011337,79.3
137.360544217,79.4
137.788662131,80.1
138.220408163,80.2
138.674489795,80.3
139.097687074,80.4
139.544897959,81.1
139.981632653,81.2
140.418321995,81.3
140.852244897,81.4
141.294897959,82.1
141.729591836,82.2
142.174489795,82.3
142.600997732,82.4
143.042176870,83.1
143.467392290,83.2
143.913265306,83.3
144.343945578,83.4
144.788027210,84.1
145.221950113,84.2
145.654081632,84.3
146.091836734,84.4
146.522267573,85.1
146.963265306,85.2
147.403174603,85.3
147.829841269,85.4
148.284081632,86.1
148.710204081,86.2
149.151927437,86.3
149.593106575,86.4
150.031383219,87.1
150.472562358,87.2
150.925351473,87.3
151.353469387,87.4
151.785941043,88.1
152.225510204,88.2
152.663945578,88.3
153.099319727,88.4
153.543877551,89.1
153.964263038,89.2
154.403990929,89.3
154.848072562,89.4
155.280544217,90.1
155.718820861,90.2
156.157097505,90.3
156.589569160,90.4
157.032199546,91.1
